,hhidpn,r12sayret
30156,502201020,2.partly retired
30157,502202010,0.not retired
30158,502203010,1.completely retired
30159,502203020,1.completely retired
30160,502205010,
30161,502205020,
30162,502206010,0.not retired
30163,502206020,0.not retired
30164,502207010,
30165,502207020,0.not retired
30166,502208010,0.not retired
30167,502208020,3.question irrelevant
30168,502210010,
30169,502211010,1.completely retired
30170,502212010,0.not retired
30171,502214010,
30172,502214020,
30173,502217010,0.not retired
30174,502217020,0.not retired
30175,502218010,3.question irrelevant
30176,502218020,1.completely retired
30177,502220010,1.completely retired
30178,502221010,0.not retired
30179,502222010,
30180,502223010,0.not retired
30181,502223020,
30182,502224010,1.completely retired
30183,502225010,2.partly retired
30184,502225011,1.completely retired
30185,502225020,1.completely retired
30186,502226010,1.completely retired
30187,502226020,0.not retired
30188,502227010,1.completely retired
30189,502227020,1.completely retired
30190,502228010,0.not retired
30191,502228020,
30192,502229010,
30193,502229020,
30194,502230010,3.question irrelevant
30195,502231010,0.not retired
30196,502232010,
30197,502233010,0.not retired
30198,502234010,0.not retired
30199,502234020,
30200,502235010,0.not retired
30201,502235020,1.completely retired
30202,502236010,
30203,502236020,
30204,502237010,1.completely retired
30205,502237020,
30206,502238010,
30207,502238020,
30208,502239010,0.not retired
30209,502240010,1.completely retired
30210,502240020,0.not retired
30211,502242010,0.not retired
30212,502242020,0.not retired
30213,502244010,2.partly retired
30214,502244020,
30215,502245010,0.not retired
30216,502245020,1.completely retired
30217,502247010,1.completely retired
30218,502248010,0.not retired
30219,502248020,
30220,502249010,
30221,502249020,0.not retired
30222,502251010,0.not retired
30223,502251020,
30224,502252010,1.completely retired
30225,502253010,
30226,502254010,
30227,502254020,0.not retired
30228,502257010,
30229,502259010,
30230,502259020,1.completely retired
30231,502260010,0.not retired
30232,502260011,0.not retired
30233,502260020,
30234,502263010,2.partly retired
30235,502263020,2.partly retired
30236,502264010,0.not retired
30237,502264020,1.completely retired
30238,502265010,0.not retired
30239,502265020,0.not retired
30240,502266010,1.completely retired
30241,502267010,
30242,502267020,
30243,502268010,2.partly retired
30244,502268020,0.not retired
30245,502271010,0.not retired
30246,502271011,0.not retired
30247,502272010,0.not retired
30248,502272020,
30249,502273010,1.completely retired
30250,502273020,1.completely retired
30251,502274010,3.question irrelevant
30252,502276010,0.not retired
30253,502276020,0.not retired
30254,502277010,
30255,502277020,
30256,502279010,
30257,502280010,2.partly retired
30258,502281010,
30259,502282010,
30260,502282020,
30261,502283010,
30262,502283020,
30263,502285010,0.not retired
30264,502287010,
30265,502287020,
30266,502288010,
30267,502288020,1.completely retired
30268,502291010,0.not retired
30269,502292010,1.completely retired
30270,502292020,3.question irrelevant
30271,502293010,2.partly retired
30272,502293020,1.completely retired
30273,502294010,1.completely retired
30274,502294011,0.not retired
30275,502295010,0.not retired
30276,502295011,0.not retired
30277,502295020,0.not retired
30278,502296010,1.completely retired
30279,502297010,1.completely retired
30280,502297020,0.not retired
30281,502298010,
30282,502298020,
30283,502299010,
30284,502299020,
30285,502300010,
30286,502300020,2.partly retired
30287,502302010,0.not retired
30288,502303010,1.completely retired
30289,502304010,1.completely retired
30290,502304020,1.completely retired
30291,502305010,
30292,502305020,
30293,502306010,0.not retired
30294,502306020,0.not retired
30295,502307010,1.completely retired
30296,502310010,1.completely retired
30297,502311010,0.not retired
30298,502311020,0.not retired
30299,502312010,2.partly retired
30300,502312020,0.not retired
30301,502313010,1.completely retired
30302,502313020,0.not retired
30303,502314010,0.not retired
30304,502314020,0.not retired
30305,502315010,1.completely retired
30306,502315011,0.not retired
30307,502316010,1.completely retired
30308,502317010,0.not retired
30309,502318010,0.not retired
30310,502321010,0.not retired
30311,502321011,
30312,502322010,
30313,502322020,
30314,502325010,
30315,502326010,
30316,502327010,0.not retired
30317,502327020,1.completely retired
30318,502328010,1.completely retired
30319,502328020,0.not retired
30320,502329010,
30321,502332010,
30322,502334010,0.not retired
30323,502334020,0.not retired
30324,502336010,0.not retired
30325,502336020,0.not retired
30326,502339010,0.not retired
30327,502339020,0.not retired
30328,502340010,
30329,502340020,
30330,502341010,
30331,502342010,1.completely retired
30332,502342020,
30333,502343010,0.not retired
30334,502343020,0.not retired
30335,502344010,0.not retired
30336,502345010,1.completely retired
30337,502347010,
30338,502349010,0.not retired
30339,502349020,2.partly retired
30340,502350010,0.not retired
30341,502350020,0.not retired
30342,502351020,
30343,502352010,
30344,502354010,
30345,502355010,0.not retired
30346,502355020,2.partly retired
30347,502356010,1.completely retired
30348,502356020,0.not retired
30349,502358010,0.not retired
30350,502359010,
30351,502359020,
30352,502360010,0.not retired
30353,502360020,0.not retired
30354,502361010,1.completely retired
30355,502361020,0.not retired
30356,502362010,0.not retired
30357,502362020,2.partly retired
30358,502364010,1.completely retired
30359,502364020,1.completely retired
30360,502365010,
30361,502365020,
30362,502366010,2.partly retired
30363,502366020,0.not retired
30364,502369010,1.completely retired
30365,502369020,1.completely retired
30366,502370010,1.completely retired
30367,502370020,0.not retired
30368,502371010,1.completely retired
30369,502371020,3.question irrelevant
30370,502372010,0.not retired
30371,502372020,
30372,502373010,0.not retired
30373,502376010,0.not retired
30374,502378010,1.completely retired
30375,502379010,
30376,502379020,1.completely retired
30377,502381010,0.not retired
30378,502381011,
30379,502382010,1.completely retired
30380,502382020,1.completely retired
30381,502384010,0.not retired
30382,502385010,0.not retired
30383,502385011,0.not retired
30384,502387010,0.not retired
30385,502387020,0.not retired
30386,502388010,
30387,502389010,0.not retired
30388,502389020,0.not retired
30389,502390010,
30390,502390020,1.completely retired
30391,502391010,
30392,502391020,1.completely retired
30393,502393010,1.completely retired
30394,502395010,0.not retired
30395,502395020,0.not retired
30396,502396010,0.not retired
30397,502397010,
30398,502397020,2.partly retired
30399,502399010,
30400,502399020,
30401,502401010,0.not retired
30402,502403010,
30403,502404010,2.partly retired
30404,502404011,0.not retired
30405,502404020,0.not retired
30406,502404021,0.not retired
30407,502405010,1.completely retired
30408,502405020,
30409,502406010,
30410,502406020,
30411,502407010,0.not retired
30412,502407011,0.not retired
30413,502409010,0.not retired
30414,502409020,1.completely retired
30415,502410010,
30416,502410020,
30417,502411010,
30418,502411020,0.not retired
30419,502412010,1.completely retired
30420,502412020,1.completely retired
30421,502413010,0.not retired
30422,502413020,
30423,502414010,1.completely retired
30424,502414020,0.not retired
30425,502415010,
30426,502415020,
30427,502416010,
30428,502416020,
30429,502417010,0.not retired
30430,502417020,0.not retired
30431,502419010,2.partly retired
30432,502420010,2.partly retired
30433,502420020,
30434,502422010,1.completely retired
30435,502422020,0.not retired
30436,502423010,0.not retired
30437,502425010,
30438,502426010,2.partly retired
30439,502426020,0.not retired
30440,502427010,2.partly retired
30441,502427020,0.not retired
30442,502431010,1.completely retired
30443,502432010,0.not retired
30444,502432020,0.not retired
30445,502433010,1.completely retired
30446,502433020,0.not retired
30447,502434010,1.completely retired
30448,502435010,0.not retired
30449,502435020,1.completely retired
30450,502437010,2.partly retired
30451,502437020,0.not retired
30452,502438010,2.partly retired
30453,502439010,
30454,502439011,
30455,502440010,0.not retired
30456,502441010,1.completely retired
30457,502441011,0.not retired
30458,502442010,1.completely retired
30459,502442020,1.completely retired
30460,502444010,
30461,502444020,
30462,502445010,0.not retired
30463,502446010,0.not retired
30464,502448010,1.completely retired
30465,502449010,1.completely retired
30466,502449020,
30467,502450010,1.completely retired
30468,502450020,0.not retired
30469,502451010,0.not retired
30470,502451020,
30471,502452010,1.completely retired
30472,502452020,2.partly retired
30473,502453010,0.not retired
30474,502454010,
30475,502454020,2.partly retired
30476,502458010,1.completely retired
30477,502459010,
30478,502459020,0.not retired
30479,502460010,
30480,502461010,2.partly retired
30481,502461020,2.partly retired
30482,502462010,
30483,502462020,
30484,502463010,
30485,502464010,
30486,502465010,1.completely retired
30487,502465020,
30488,502466010,0.not retired
30489,502468010,2.partly retired
30490,502469010,0.not retired
30491,502470010,2.partly retired
30492,502470011,0.not retired
30493,502471010,
30494,502471020,0.not retired
30495,502472010,1.completely retired
30496,502475010,
30497,502475020,1.completely retired
30498,502479010,0.not retired
30499,502479020,0.not retired
30500,502480010,
30501,502481010,
30502,502481020,0.not retired
30503,502482020,
30504,502483010,
30505,502484010,
30506,502484011,0.not retired
30507,502486010,
30508,502487010,
30509,502488010,0.not retired
30510,502488020,
30511,502489010,1.completely retired
30512,502489011,0.not retired
30513,502490010,0.not retired
30514,502490020,0.not retired
30515,502491010,
30516,502491020,0.not retired
30517,502492010,1.completely retired
30518,502492011,1.completely retired
30519,502493010,2.partly retired
30520,502493020,1.completely retired
30521,502494010,
30522,502496010,0.not retired
30523,502497010,0.not retired
30524,502497020,
30525,502498010,1.completely retired
30526,502498020,3.question irrelevant
